Text,Type
"Amendment I Congress shall make no law respecting an establishment of religion, or prohibiting the free exercise thereof; or abridging the freedom of speech, or of the press, or the right of the people peaceably to assemble, and to petition the Government for a redress of grievances. Amendment II A well regulated Militia, being necessary to the security of a free State, the right of the people to keep and bear Arms, shall not be infringed. Amendment III No Soldier shall, in time of peace be quartered in any house, without the consent of the Owner, nor in time of war, but in a manner to be prescribed by law. Amendment IV The right of the people to be secure in their persons, houses, papers, and effects, against unreasonable searches and seizures, shall not be violated, and no Warrants shall issue, but upon probable cause, supported by Oath or affirmation, and particularly describing the place to be searched, and the persons or things to be seized. Amendment V No person shall be held to answer for a capital, or otherwise infamous crime, unless on a presentment or indictment of a Grand Jury, except in cases arising in the land or naval forces, or in the Militia, when in actual service in time of War or public danger; nor shall any person be subject for the same offence to be twice put in jeopardy of life or limb, nor shall be compelled in any criminal case to be a witness against himself, nor be deprived of life, liberty, or property, without due process of law; nor shall private property be taken for public use, without just compensation. Amendment VI In all criminal prosecutions, the accused shall enjoy the right to a speedy and public trial, by an impartial jury of the State and district wherein the crime shall have been committed; which district shall have been previously ascertained by law, and to be informed of the nature and cause of the accusation; to be confronted with the witnesses against him; to have compulsory process for obtaining witnesses in his favor, and to have the assistance of counsel for his defence. Amendment VII In Suits at common law, where the value in controversy shall exceed twenty dollars, the right of trial by jury shall be preserved, and no fact tried by a jury shall be otherwise re-examined in any Court of the United States, than according to the rules of the common law. Amendment VIII Excessive bail shall not be required, nor excessive fines imposed, nor cruel and unusual punishments inflicted. Amendment IX The enumeration in the Constitution of certain rights shall not be construed to deny or disparage others retained by the people. Amendment X The powers not delegated to the United States by the Constitution, nor prohibited by it to the States, are reserved to the States respectively, or to the people.",Informational Text: English Language Arts
"I went to the woods because I wished to live deliberately, to front only the essential facts of life, and see if I could not learn what it had to teach, and not, when I came to die, discover that I had not lived. I did not wish to live what was not life, living is so dear; nor did I wish to practise resignation, unless it was quite necessary. I wanted to live deep and suck out all the marrow of life, to live so sturdily and Spartan-like as to put to rout all that was not life, to cut a broad swath and shave close, to drive life into a corner, and reduce it to its lowest terms, and, if it proved to be mean, why then to get the whole and genuine meanness of it, and publish its meanness to the world; or if it were sublime, to know it by experience, and be able to give a true account of it in my next excursion. For most men, it appears to me, are in a strange uncertainty about it, whether it is of the devil or of God, and have somewhat hastily concluded that it is the chief end of man here to “glorify God and enjoy him forever.”",Informational Text: English Language Arts
"‘Tis hard to mesmerize ourselves, to whip our own top; but through sympathy we are capable of energy and endurance. Concert fires people to a certain fury of performance they can rarely reach alone. Here is the use of society: it is so easy with the great to be great; so easy to come up to an existing standard;—as easy as it is to the lover to swim to his maiden through waves so grim before. The benefits of affection are immense; and the one event which never loses its romance, is the encounter with superior persons on terms allowing the happiest intercourse. It by no means follows that we are not fit for society, because soirées are tedious, and because the soirée finds us tedious. A backwoodsman, who had been sent to the university, told me that, when he heard the best-bred young men at the law school talk together, he reckoned himself a boor; but whenever he caught them apart, and had one to himself alone, then they were the boors, and he the better man. And if we recall the rare hours when we encountered the best persons, we then found ourselves, and then first society seemed to exist. That was society, though in the transom of a brig, or on the Florida Keys. A cold, sluggish blood thinks it has not facts enough to the purpose, and must decline its turn in the conversation. But they who speak have no more,—have less. ‘Tis not new facts that avail, but the heat to dissolve everybody’s facts. The capital defect of cold, arid natures is the want of animal spirits. They seem a power incredible, as if God should raise the dead. The recluse witnesses what others perform by their aid, with a kind of fear. It is as much out of his possibility as the prowess of Cœur-de-Lion, or an Irishman’s day’s-work on the railroad. ‘Tis said, the present and the future are always rivals. Animal spirits constitute the power of the present, and their feats are like the structure of a pyramid. Their result is a lord, a general, or a boon companion. Before these, what a base mendicant is Memory with his leathern badge! But this genial heat is latent in all constitutions, and is disengaged only by the friction of society. As Bacon said of manners, “To obtain them, it only needs not to despise them,” so we say of animal spirits, that they are the spontaneous product of health and of a social habit. “For behavior, men learn it, as they take diseases, one of another.” But the people are to be taken in very small doses. If solitude is proud, so is society vulgar. In society, high advantages are set down to the individual as disqualifications. We sink as easily as we rise, through sympathy. So many men whom I know are degraded by their sympathies, their native aims being high enough, but their relation all too tender to the gross people about them. Men cannot afford to live together by their merits, and they adjust themselves by their demerits,—by their love of gossip, or by sheer tolerance and animal good-nature. They untune and dissipate the brave aspirant. The remedy is, to reinforce each of these moods from the other. Conversation will not corrupt us, if we come to the assembly in our own garb and speech, and with the energy of health to select what is ours and reject what is not. Society we must have; but let it be society, and not exchanging news, or eating from the same dish. Is it society to sit in one of your chairs? I cannot go into the houses of my nearest relatives, because I do not wish to be alone. Society exists by chemical affinity, and not otherwise. Put any company of people together with freedom for conversation, and a rapid self-distribution takes place, into sets and pairs. The best are accused of exclusiveness. It would be more true to say, they separate as oil from water, as children from old people, without love or hatred in the matter, each seeking his like; and any interference with the affinities would produce constraint and suffocation. All conversation is a magnetic experiment. I know that my friend can talk eloquently; you know that he cannot articulate a sentence: we have seen him in different company. Assort your party, or invite none. Put Stubbs and Coleridge, Quintilian and Aunt Miriam, into pairs, and you make them all wretched. ‘Tis an extempore Sing-Sing built in a parlor. Leave them to seek their own mates, and they will be as merry as sparrows. A higher civility will re-establish in our customs a certain reverence which we have lost. What to do with these brisk young men who break through all fences, and make themselves at home in every house? I find out in an instant if my companion does not want me, and ropes cannot hold me when my welcome is gone. One would think that the affinities would pronounce themselves with a surer reciprocity. Here again, as so often, Nature delights to put us between extreme antagonisms, and our safety is in the skill with which we keep the diagonal line. Solitude is impracticable, and society fatal. We must keep our head in the one and our hands in the other. The conditions are met, if we keep our independence, yet do not lose our sympathy. These wonderful horses need to be driven by fine hands. We require such a solitude as shall hold us to its revelations when we are in the street and in palaces; for most men are cowed in society, and say good things to you in private, but will not stand to them in public. But let us not be the victims of words. Society and solitude are deceptive names. It is not the circumstance of seeing more or fewer people, but the readiness of sympathy, that imports; and a sound mind will derive its principles from insight, with ever a purer ascent to the sufficient and absolute right, and will accept society as the natural element in which they are to be applied.",Informational Text: English Language Arts
"When Lee came to the sentence about the officers’ side-arms, private horses & baggage, he showed for the first time during the reading of the letter a slight change of countenance & was evidently touched by this act of generosity. It was doubtless the condition mentioned to which he particularly alluded when he looked toward General Grant, as he finished reading & said with some degree of warmth in his manner, ‘This will have a very happy effect upon my army.’” General Grant then said: “Unless you have some suggestions to make in regard to the form in which I have stated the terms, I will have a copy of the letter made in ink, and sign it.” “There is one thing I should like to mention,” Lee replied, after a short pause. “The cavalrymen and artillerists own their own horses in our army. Its organization in this respect differs from that of the United States.” This expression attracted the notice of our officers present, as showing how firmly the conviction was grounded in his mind that we were two distinct countries. He continued: “I should like to understand whether these men will be permitted to retain their horses.” “You will find that the terms as written do not allow this,” General Grant replied; “only the officers are permitted to take their private property.” Lee read over the second page of the letter again, and then said: “No, I see the terms do not allow it; that is clear.” His face showed plainly that he was quite anxious to have this concession made; and Grant said very promptly, and without giving Lee time to make a direct request: “Well, the subject is quite new to me. Of course I did not know that any private soldiers owned their animals; but I think we have fought the last battle of the war,—I sincerely hope so,—and that the surrender of this army will be followed soon by that of all the others; and I take it that most of the men in the ranks are small farmers, and as the country has been so raided by the two armies, it is doubtful whether they will be able to put in a crop to carry themselves and their families through the next winter without the aid of the horses they are now riding, and I will arrange it in this way: I will not change the terms as now written, but I will instruct the officers I shall appoint to receive the paroles to let all the men who claim to own a horse or mule take the animals home with them to work their little farms.” ",Informational Text: English Language Arts
"There has appeared in our time a particular class of books and articles which I sincerely and solemnly think may be called the silliest ever known among men. They are much more wild than the wildest romances of chivalry and much more dull than the dullest religious tract. Moreover, the romances of chivalry were at least about chivalry; the religious tracts are about religion. But these things are about nothing; they are about what is called Success. On every bookstall, in every magazine, you may find works telling people how to succeed. They are books showing men how to succeed in everything; they are written by men who cannot even succeed in writing books. To begin with, of course, there is no such thing as Success. Or, if you like to put it so, there is nothing that is not successful. That a thing is successful merely means that it is; a millionaire is successful in being a millionaire and a donkey in being a donkey. Any live man has succeeded in living; any dead man may have succeeded in committing suicide. But, passing over the bad logic and bad philosophy in the phrase, we may take it, as these writers do, in the ordinary sense of success in obtaining money or worldly position. These writers profess to tell the ordinary man how he may succeed in his trade or speculation—how, if he is a builder, he may succeed as a builder; how, if he is a stockbroker, he may succeed as a stockbroker. They profess to show him how, if he is a grocer, he may become a sporting yachtsman; how, if he is a tenth-rate journalist, he may become a peer; and how, if he is a German Jew, he may become an Anglo-Saxon. This is a definite and business-like proposal, and I really think that the people who buy these books (if any people do buy them) have a moral, if not a legal, right to ask for their money back. Nobody would dare to publish a book about electricity which literally told one nothing about electricity; no one would dare publish an article on botany which showed that the writer did not know which end of a plant grew in the earth. Yet our modern world is full of books about Success and successful people which literally contain no kind of idea, and scarcely and kind of verbal sense. It is perfectly obvious that in any decent occupation (such as bricklaying or writing books) there are only two ways (in any special sense) of succeeding. One is by doing very good work, the other is by cheating. Both are much too simple to require any literary explanation. If you are in for the high jump, either jump higher than any one else, or manage somehow to pretend that you have done so. If you want to succeed at whist, either be a good whist-player, or play with marked cards. You may want a book about jumping; you may want a book about whist; you may want a book about cheating at whist. But you cannot want a book about Success. Especially you cannot want a book about Success such as those which you can now find scattered by the hundred about the book-market. You may want to jump or to play cards; but you do not want to read wandering statements to the effect that jumping is jumping, or that games are won by winners. If these writers, for instance, said anything about success in jumping it would be something like this: ‘The jumper must have a clear aim before him. He must desire definitely to jump higher than the other men who are in for the same competition. He must let no feeble feelings of mercy (sneaked from the sickening Little Englanders and Pro-Boers) prevent him from trying to do his best. He must remember that a competition in jumping is distinctly competitive, and that, as Darwin has gloriously demonstrated, THE WEAKEST GO TO THE WALL.’ That is the kind of thing the book would say, and very useful it would be, no doubt, if read out in a low and tense voice to a young man just about to take the high jump. Or suppose that in the course of his intellectual rambles the philosopher of Success dropped upon our other case, that of playing cards, his bracing advice would run—’In playing cards it is very necessary to avoid the mistake (commonly made by maudlin humanitarians and Free Traders) of permitting your opponent to win the game. You must have grit and snap and go in to win. The days of idealism and superstition are over. We live in a time of science and hard common sense, and it has now been definitely proved that in any game where two are playing IF ONE DOES NOT WIN THE OTHER WILL.’ It is all very stirring, of course; but I confess that if I were playing cards I would rather have some decent little book which told me the rules of the game. Beyond the rules of the game it is all a question either of talent or dishonesty; and I will undertake to provide either one or the other— which, it is not for me to say",Informational Text: English Language Arts
"What chiefly lies behind (slang) is simply a kind of linguistic exuberance, an excess of word-making energy. It relates itself to the standard language a great deal as dancing relates itself to music. But there is also something else. The best slang is not only ingenious and amusing; it also embodies a kind of social criticism. It not only provides new names for a series of every-day concepts, some new and some old; it also says something about them. “Words which produce the slang effect,” observes Frank Sechrist, “arouse associations what are incongruous or incompatible with those of customary thinking.” Everyone, including the metaphysician in his study or the eremite in his cell, has a large vocabulary of slang, but the vocabulary of the vulgar is likely to be larger than that of the cultured, and it is harder worked. Its content may be divided into two categories: (a) old words, whether used singly or in combination, that have been put to new uses, usually metaphorical, and (b) new words that have not yet been admitted to the standard vocabulary. Examples of the first type are rubberneck, for a gaping and prying person, and iceberg, for a cold woman; examples of the second are hoosegow, flim-flam, blurb, bazoo and blah. There is a constant movement of slang into accepted usage. Nice, as an adjective of all work, signifying anything satisfactory, was once used in slang only, but today no one would question “a nice day,” “a nice time,” or “a nice hotel.”…The verb-phrase to hold up is now perfectly good American, but so recently as 1901 the late Brander Matthews was sneering at it as slang. In the same way many other verb-phrases, e.g., to cave in, fill the bill and to fly off the handle, once viewed askance, have gradually worked their way to a relatively high level of the standard speech. On some indeterminate tomorrow to stick up and to take for a ride may follow them.",Informational Text: English Language Arts
"That night in my rented room, while letting the hot water run over my can of pork and beans in the sink, I opened A Book of Prefaces and began to read. I was jarred and shocked by the style, the clear, clean, sweeping sentences. Why did he write like that? And how did one write like that? I pictured the man as a raging demon, slashing with his pen, consumed with hate, denouncing everything American, extolling everything European or German, laughing at the weakness of people, mocking God, authority. What was this? I stood up, trying to realize what reality lay behind the meaning of the words…Yes, this man was fighting, fighting with words. He was using words as a weapon, using them as one would use a club. Could words be weapons? Well, yes, for here they were. Then maybe, perhaps, I could use them as a weapon? No. It frightened me. I read on and what amazed me was not what he said, but how on earth anybody had the courage to say it. Occasionally I glance up to reassure myself that I was alone in the room. Who were these men about whom Mencken was talking so passionately? Who was Anatole France? Joseph Conrad? Sinclair Lewis, Sherwood Anderson, Dostoevski, George Moore, Gustave Flaubert, Maupassant, Tolstoy, Frank Harris, Mark Twain, Thomas Hardy, Arnold Bennett, Stephen Crane, Zola, Norris, Gorky, Bergson, Ibsen, Balzac, Bernard Shaw, Dumas, Poe, Thomas Mann, O. Henry, Dreiser, H.G. Wells, Gogol, T.S. Eliot, Gide, Baudelaire, Edgar Lee masters, Stendhal, Turgenev, Huneker, Nietzsche, and scores of others? Were these men real? Did they exist or had they existed? And how did one pronounce their names?",Informational Text: English Language Arts
"Lincoln was shaken by the presidency. Back in Springfield, politics had been a sort of exhilarating game; but in the White House, politics was power, and power was responsibility. Never before had Lincoln held executive office. In public life he had always been an insignificant legislator whose votes were cast in concert with others and whose decisions in themselves had neither finality nor importance. As President he might consult with others, but innumerable grave decisions were in the end his own, and with them came a burden of responsibility terrifying in its dimensions. Lincoln’s rage for personal success, his external and worldly ambition, was quieted when he entered the White House, and he was at last left alone to reckon with himself. To be confronted with the fruits of his victory only to find that it meant choosing between life and death for others was immensely sobering. That Lincoln should have shouldered the moral burden of the war was characteristic of the high seriousness into which he had grown since 1854; and it may be true, as Professor Charles W. Ramsdell suggested, that he was stricken by an awareness of his own part in whipping up the crisis. This would go far to explain the desperation with which he issued pardons and the charity that he wanted to extend to the conquered South at the war’s close. In one of his rare moments of self-revelation he is reported to have said: “Now I don’t know what the soul is, but whatever it is, I know that it can humble itself.” The great prose of the presidential years came from a soul that had been humbled. Lincoln’s utter lack of personal malice during these years, his humane detachment, his tragic sense of life, have no parallel in political history.",Informational Text: English Language Arts
"Just last week, I was walking down the street with my mother, and I again found myself conscious of the English I was using, the English I do use with her. We were talking about the price of new and used furniture and I heard myself saying this: “Not waste money that way.” My husband was with us as well, and he didn’t notice any switch in my English. And then I realized why. It’s because over the twenty years we’ve been together I’ve often used that same kind of English with him, and sometimes he even uses it with me. It has become our language of intimacy, a different sort of English that relates to family talk, the language I grew up with. So you’ll have some idea of what this family talk I heard sounds like, I’ll quote what my mother said during a recent conversation which I videotaped and then transcribed. During this conversation, my mother was talking about a political gangster in Shanghai who had the same last name as her family’s, Du, and how the gangster in his early years wanted to be adopted by her family, which was rich by comparison. Later, the gangster became more powerful, far richer than my mother’s family, and one day showed up at my mother’s wedding to pay his respects. Here’s what she said in part: “Du Yusong having business like fruit stand. Like off the street kind. He is Du like Du Zong—but not Tsung-ming Island people. The local people call putong, the river east side, he belong to that side local people. That man want to ask Du Zong father take him in like become own family. Du Zong father wasn’t look down on him, but didn’t take seriously, until that man big like become a mafia. Now important person, very hard to inviting him. Chinese way, came only to show respect, don’t stay for dinner. Respect for making big celebration, he shows up. Mean gives lots of respect. Chinese custom. Chinese social life that way. If too important won’t have to stay too long. He come to my wedding. I didn’t see, I heard it. I gone to boy’s side, they have YMCA dinner. Chinese age I was nineteen.""",Informational Text: English Language Arts
"In a recent lecture, “Is Nothing Sacred?”, Salman Rushdie, one of the most censored authors of our time, talked about the importance of books. He grew up in a household in India where books were as sacred as bread. If anyone in the household dropped a piece of bread or a book, the person not only picked it up, but also kissed the object by way of apologizing for clumsy disrespect. He goes on to say that he had kissed many books before he had kissed a girl. Bread and books were for his household, and for many like his, food for the body and the soul. This image of the kissing of the book one had accidentally dropped made an impression on me. It speaks to the love and respect many people have for them. I grew up in a small town in New Mexico, and we had very few books in our household. The first one I remember reading was my catechism book. Before I went to school to learn English, my mother taught me catechism in Spanish. I remember the questions and answers I had to learn, and I remember the well-thumbed, frayed volume which was sacred to me. Growing up with few books in the house created in me a desire and a need for them. When I started school, I remember visiting the one room library of our town and standing in front of the dusty shelves. In reality there were only a few shelves and not over a thousand books, but I wanted to read them all. There was food for my soul in the books, that much I realized.",Informational Text: English Language Arts
"The remarks I have made will suffice to display the character of Anglo-American civilization in its true light. It is the result (and this should be constantly present to the mind of two distinct elements), which in other places have been in frequent hostility, but which in America have been admirably incorporated and combined with one another. I allude to the spirit of Religion and the spirit of Liberty. The settlers of New England were at the same time ardent sectarians and daring innovators. Narrow as the limits of some of their religious opinions were, they were entirely free from political prejudices. Hence arose two tendencies, distinct but not opposite, which are constantly discernible in the manners as well as in the laws of the country. It might be imagined that men who sacrificed their friends, their family, and their native land to a religious conviction were absorbed in the pursuit of the intellectual advantages which they purchased at so dear a rate. The energy, however, with which they strove for the acquirement of wealth, moral enjoyment, and the comforts as well as liberties of the world, is scarcely inferior to that with which they devoted themselves to Heaven. Political principles and all human laws and institutions were moulded and altered at their pleasure; the barriers of the society in which they were born were broken down before them; the old principles which had governed the world for ages were no more; a path without a turn and a field without an horizon were opened to the exploring and ardent curiosity of man: but at the limits of the political world he checks his researches, he discreetly lays aside the use of his most formidable faculties, he no longer consents to doubt or to innovate, but carefully abstaining from raising the curtain of the sanctuary, he yields with submissive respect to truths which he will not discuss. Thus, in the moral world everything is classed, adapted, decided, and foreseen; in the political world everything is agitated, uncertain, and disputed: in the one is a passive, though a voluntary, obedience; in the other an independence scornful of experience and jealous of authority. These two tendencies, apparently so discrepant, are far from conflicting; they advance together, and mutually support each other. Religion perceives that civil liberty affords a noble exercise to the faculties of man, and that the political world is a field prepared by the Creator for the efforts of the intelligence. Contented with the freedom and the power which it enjoys in its own sphere, and with the place which it occupies, the empire of religion is never more surely established than when it reigns in the hearts of men unsupported by aught beside its native strength. Religion is no less the companion of liberty in all its battles and its triumphs; the cradle of its infancy, and the divine source of its claims. The safeguard of morality is religion, and morality is the best security of law and the surest pledge of freedom.",Informational Text: History and Social Studies
"When, in the course of human events, it becomes necessary for one portion of the family of man to assume among the people of the earth a position different from that which they have hitherto occupied, but one to which the laws of nature and of nature’s God entitle them, a decent respect to the opinions of mankind requires that they should declare the causes that impel them to such a course. We hold these truths to be self-evident: that all men and women are created equal; that they are endowed by their Creator with certain inalienable rights; that among these are life, liberty, and the pursuit of happiness; that to secure these rights governments are instituted, deriving their just powers from the consent of the governed. Whenever any form of government becomes destructive of these ends, it is the right of those who suffer from it to refuse allegiance to it, and to insist upon the institution of a new government, laying its foundation on such principles, and organizing its powers in such form, as to them shall seem most likely to effect their safety and happiness. Prudence, indeed, will dictate that governments long established should not be changed for light and transient causes; and accordingly all experience hath shown that mankind are more disposed to suffer while evils are sufferable, than to right themselves by abolishing the forms to which they are accustomed. But when a long train of abuses and usurpations, pursuing invariably the same object, evinces a design to reduce them under absolute despotism, it is their duty to throw off such government, and to provide new guards for their future security. Such has been the patient sufferance of the women under this government, and such is now the necessity which constrains them to demand the equal station to which they are entitled. The history of mankind is a history of repeated injuries and usurpations on the part of man toward woman, having in direct object the establishment of an absolute tyranny over her. To prove this, let facts be submitted to a candid world. The history of mankind is a history of repeated injuries and usurpations on the part of man toward woman, having in direct object the establishment of an absolute tyranny over her. To prove this, let facts be submitted to a candid world. He has never permitted her to exercise her inalienable right to the elective franchise. He has compelled her to submit to laws, in the formation of which she had no voice. He has withheld from her rights which are given to the most ignorant and degraded men—both natives and foreigners. Having deprived her of this first right of a citizen, the elective franchise, thereby leaving her without representation in the halls of legislation, he has oppressed her on all sides. He has made her, if married, in the eye of the law, civilly dead. He has taken from her all right in property, even to the wages she earns. He has made her, morally, an irresponsible being, as she can commit many crimes with impunity, provided they be done in the presence of her husband. In the covenant of marriage, she is compelled to promise obedience to her husband, he becoming, to all intents and purposes, her master—the law giving him power to deprive her of her liberty, and to administer chastisement. He has so framed the laws of divorce, as to what shall be the proper causes, and in case of separation, to whom the guardianship of the children shall be given, as to be wholly regardless of the happiness of women—the law, in all cases, going upon a false supposition of the supremacy of man, and giving all power into his hands. After depriving her of all rights as a married woman, if single, and the owner of property, he has taxed her to support a government which recognizes her only when her property can be made profitable to it. He has monopolized nearly all the profitable employments, and from those she is permitted to follow, she receives but a scanty remuneration. He closes against her all the avenues to wealth and distinction which he considers most honorable to himself. As a teacher of theology, medicine, or law, she is not known. He has denied her the facilities for obtaining a thorough education, all colleges being closed against her. He allows her in church, as well as state, but a subordinate position, claiming apostolic authority for her exclusion from the ministry, and, with some exceptions, from any public participation in the affairs of the church. He has created a false public sentiment by giving to the world a different code of morals for men and women, by which moral delinquencies which exclude women from society are not only tolerated, but deemed of little account in man. He has usurped the prerogative of Jehovah himself, claiming it as his right to assign for her a sphere of action, when that belongs to her conscience and to her God. He has endeavored, in every way that he could, to destroy her confidence in her own powers, to lessen her self-respect, and to make her willing to lead a dependent and abject life. Now, in view of this entire disfranchisement of one-half the people of this country, their social and religious degradation—in view of the unjust laws above mentioned, and because women do feel themselves aggrieved, oppressed, and fraudulently deprived of their most sacred rights, we insist that they have immediate admission to all the rights and privileges which belong to them as citizens of the United States.",Informational Text: History and Social Studies
